trope,count,movies_with_trope,avg_rating
Genre Throwback,12,"['DjangoUnchained', 'TheHatefulEight', 'CatchMeIfYouCan', 'Inception', 'Gattaca', 'LaLaLand', 'CrazyRichAsians', 'KnivesOut', 'Machete', 'TheRoadtoElDorado', 'TheHangover', 'Nope']",3.38
Good Is Not Nice,13,"['DjangoUnchained', 'TwentyOneJumpStreet2012', 'TheImitationGame', 'DonnieBrasco', 'TheDevilWearsPrada', 'TheDeparted', 'TheGreatEscape', 'TheFloridaProject', 'Spotlight', 'ValerianandtheCityofaThousandPlanets', 'ThankYouforSmoking', 'SixSouls', 'TheKillingFields']",3.69
Groin Attack,53,"['DjangoUnchained', 'SlumdogMillionaire', 'TheGreenMile', 'TwentyOneJumpStreet2012', 'ThisMeansWar', 'DallasBuyersClub', 'Zombeavers', 'IronSky', 'TheHatefulEight', 'LazerTeam', 'Warcraft', 'TheBourneIdentity', 'TaxiDriver', 'HardcoreHenry', 'TheHobbitAnUnexpectedJourney', 'JohnWickChapter2', 'EuroTrip', 'FightClub', 'PoultrygeistNightoftheChickenDead', 'AtomicBlonde', 'ITonya', 'RomancingtheStone', 'TheGoonies', 'ReadyPlayerOne', 'BlackMirrorBandersnatch', 'TheEdgeofSeventeen', 'Bullhead', 'BigTroubleinLittleChina', 'Antichrist', 'JohnWickChapter3Parabellum', 'SoylentGreen', 'OnceUponaTimeinHollywood', 'PerfectBlue', 'TheHandmaiden', 'JojoRabbit', 'PoliceAcademy', 'TheMaskofZorro', 'MoonriseKingdom', 'ThreeBillboardsOutsideEbbingMissouri', 'TheLastHouseontheLeft', 'RumorHasIt', 'TheMenu', 'JohnWickChapter4', 'StarTrekIIITheSearchforSpock', 'StandbyMe', 'PoorThings', 'Idiocracy', 'SnakesonaPlane', 'TenaciousDinThePickofDestiny', 'BloodSimple', 'PopstarNeverStopNeverStopping', 'LAConfidential', 'Glory']",3.15
Heroic Sacrifice,42,"['DjangoUnchained', 'Gravity', 'EdgeofTomorrow', 'LazerTeam', 'TheBreakfastClub', 'OntheWaterfront', 'Snowden', 'TheGreatEscape', 'Aliens', 'AlienResurrection', 'LettheRightOneIn', 'EventHorizon', 'PoultrygeistNightoftheChickenDead', 'DieHardWithaVengeance', 'Annihilation', 'Hereditary', 'GrizzlyMan', 'Lucy', 'TheAbyss', 'BirdBox', 'Moon', 'Room', 'Overlord', 'EyesWideShut', 'Arrival', 'TheFrenchDispatchoftheLibertyKansasEveningSun', 'ThirteenLives', 'InBruges', 'TheUnbearableWeightofMassiveTalent', 'StarTrekIIITheSearchforSpock', 'TheDayAfterTomorrow', 'StarTrekVTheFinalFrontier', 'SnakesonaPlane', 'InOrderofDisappearance', 'TheWildRobot', 'TheGodfather', 'TheGodfatherPartII', 'Nosferatu', 'Harakiri', 'HowlsMovingCastle', 'OneBattleAfterAnother', 'TheThinRedLine']",3.24
Hidden Weapons,5,"['DjangoUnchained', 'TheGrandBudapestHotel', 'TheGodfather', 'TheGodfatherPartII', 'KissKissBangBang']",4.00
Hiding Behind the Language Barrier,8,"['DjangoUnchained', 'Okja', 'Bullhead', 'CriesandWhispers', 'GreenBook', 'Minari', 'Companion', 'QuoVadisAida']",3.44
Hollywood Tactics,5,"['DjangoUnchained', 'Warcraft', 'WarforthePlanetoftheApes', 'DieHard2', 'Tenet']",2.70
Adaptational Modesty,6,"['SinCity', 'TheHungerGames', 'FearandLoathinginLasVegas', 'GuardiansoftheGalaxyVol2', 'TheLordoftheRingsTheReturnoftheKing', 'BlackPanther']",3.67
Chewing the Scenery,19,"['SinCity', 'TheWolfofWallStreet', 'TheHobbitTheDesolationofSmaug', 'TheDeparted', 'TheSocialNetwork', 'DrStrangeloveorHowILearnedtoStopWorryingandLovetheBomb', 'Network', 'TheFanatic', 'IntheNameoftheFather', 'CallMebyYourName', 'StarTrekVTheFinalFrontier', 'StarTrekVITheUndiscoveredCountry', 'WitnessfortheProsecution', 'ToyStory2', 'ToyStory1', 'TheProducers', 'BlackPanther', 'Snowpiercer', 'TheThinRedLine']",3.58
Conversation Casualty,8,"['SinCity', 'TheHatefulEight', 'ThereWillBeBlood', 'Terminator2JudgmentDay', 'AmericanPsycho', 'BloodSimple', 'MulhollandDrive', 'LAConfidential']",4.06
Death by Cameo,15,"['SinCity', 'TwentyOneJumpStreet2012', 'PacificRim', 'TheNiceGuys', 'FromDuskTillDawn', 'HardcoreHenry', 'BabyDriver', 'Terminator2JudgmentDay', 'AlienCovenant', 'IndependenceDay', 'PansLabyrinth', 'ThePhantomMenace', 'AnAmericanWerewolfinLondon', 'InBruges', 'Nope']",3.10
Fake Shemp,6,"['SinCity', 'TaxiDriver', 'RogueOneAStarWarsStory', 'TheHobbitAnUnexpectedJourney', 'ApocalypseNow', 'PathsofGlory']",3.67
Karma Houdini Warranty,14,"['SinCity', 'TheWolfofWallStreet', 'TheDeparted', 'Vertigo', 'TheGrandBudapestHotel', 'HellorHighWater', 'BabyDriver', 'DisasterMovie', 'HaroldAndKumarGoToWhiteCastle', 'TheIrishman', 'SingStreet', 'PromisingYoungWoman', 'Us', 'Pride']",3.54
Awesomeness by Analysis,18,"['Moneyball', 'AvengersAgeofUltron', 'BatmanBegins', 'CaptainAmericaTheWinterSoldier', 'TheHatefulEight', 'CatchMeIfYouCan', 'TwelveAngryMen', 'CaptainAmericaCivilWar', 'TheBourneIdentity', 'RogueOneAStarWarsStory', 'SpiritedAway', 'TheLordoftheRingsTheReturnoftheKing', 'KnivesOut', 'ThePrestige', 'TheLegoMovie', 'Hush', 'DunePartTwo', 'MyCousinVinny']",3.78
Based on a True Story,18,"['Moneyball', 'OneHundredAndTwentySevenHours', 'TheImitationGame', 'ThePianist', 'EscapefromAlcatraz', 'Jackie', 'PatriotsDay', 'Spotlight', 'ZeroDarkThirty', 'Polytechnique', 'GreenBook', 'Chernobyl', 'KillersoftheFlowerMoon', 'TheKillingFields', 'Minari', 'BeforeSunrise', 'BeforeSunset', 'GirlInterrupted']",3.56
Beat Them at Their Own Game,6,"['Moneyball', 'CatchMeIfYouCan', 'ThorRagnarok', 'OBrotherWhereArtThou', 'JohnWickChapter3Parabellum', 'KPopDemonHunters']",3.42
Beleaguered Assistant,6,"['Moneyball', 'TheDevilWearsPrada', 'TheSwanPrincess', 'Network', 'HaroldAndKumarGoToWhiteCastle', 'TheAssistant']",3.42
Big Eater,13,"['Moneyball', 'GroundhogDay', 'SpiritedAway', 'PhantomThread', 'NineteenSeventeen', 'UncutGems', 'BrideWars', 'BillAndTedsExcellentAdventure', 'PoliceAcademy', 'Dune1984', 'GreenBook', 'TenaciousDinThePickofDestiny', 'Friday']",3.23
Create Your Own Villain,14,"['Moneyball', 'AvengersAgeofUltron', 'IronMan3', 'RatchetAndClank2016', 'CaptainAmericaCivilWar', 'GoodTime', 'TheWitch', 'SpiderManHomecoming', 'SpiderManFarFromHome', 'Us', 'Barbie', 'EverythingEverywhereAllatOnce', 'ToyStory2', 'BlackPanther']",3.21
Daddy's Girl,14,"['Moneyball', 'ItsaWonderfulLife', 'CaptainFantastic', 'Fences', 'District9', 'TheGlassCastle', 'ITonya', 'TheEdgeofSeventeen', 'HighLife', 'TheWitch', 'KikisDeliveryService', 'PromisingYoungWoman', 'ASeparation', 'SentimentalValue']",3.36
"Dude, Where's My Respect?",12,"['Moneyball', 'TheHobbitTheDesolationofSmaug', 'DonnieBrasco', 'RogueOneAStarWarsStory', 'DieHardWithaVengeance', 'LiveFreeorDieHard', 'JohnWickChapter3Parabellum', 'SpiderManHomecoming', 'RRR', 'TheGodfather', 'TheGodfatherPartII', 'Mickey17']",3.38
Flipping the Table,5,"['Moneyball', 'Magnolia', 'KnivesOut', 'BillAndTedsExcellentAdventure', 'TheBrutalist']",3.70
Historical Villain Upgrade,23,"['Moneyball', 'TheImitationGame', 'DonnieBrasco', 'BridgeofSpies', 'TheBridgeontheRiverKwai', 'StraightOuttaCompton', 'TwelveYearsASlave', 'AssassinsCreed', 'TheSocialNetwork', 'Spotlight', 'OnceUponaTimeinHollywood', 'WhenTheySeeUs', 'TheIrishman', 'ThePrestige', 'TheRoadtoElDorado', 'TheMaskofZorro', 'PathsofGlory', 'LicoricePizza', 'TheDeathofStalin', 'Harakiri', 'Adaptation', 'Glory', 'Amadeus']",3.46
I Coulda Been a Contender!,5,"['Moneyball', 'OntheWaterfront', 'Fences', 'TwentiethCenturyWomen', 'SingStreet']",3.60
Insane Troll Logic,15,"['Moneyball', 'AmericanHustle', 'RearWindow', 'HiddenFigures', 'JohnWickChapter2', 'PatriotsDay', 'DearZacharyALettertoaSonAboutHisFather', 'OBrotherWhereArtThou', 'OnceUponaTimeinHollywood', 'MarriageStory', 'TheBigShort', 'BoratSubsequentMoviefilm', 'StarTrekIVTheVoyageHome', 'LegallyBlonde', 'TheProducers']",3.47
Insult Backfire,12,"['Moneyball', 'TheHobbitAnUnexpectedJourney', 'ThereWillBeBlood', 'MySuperExGirlfriend', 'Aliens', 'ValerianandtheCityofaThousandPlanets', 'TheRoadtoElDorado', 'ThankYouforSmoking', 'InsideMan', 'Bridesmaids', 'TheRock', 'Glory']",3.00
It Will Never Catch On,10,"['Moneyball', 'AmericanHustle', 'StraightOuttaCompton', 'SunsetBoulevard', 'OnceUponaTimeinHollywood', 'WhenTheySeeUs', 'UncutGems', 'Adaptation', 'SomeLikeItHot', 'Amadeus']",3.75
Jaded Washout,5,"['Moneyball', 'Argo', 'TheBreakfastClub', 'PromisingYoungWoman', 'TheWrestler']",3.80
One-Steve Limit,17,"['Moneyball', 'TheWolfofWallStreet', 'SlumdogMillionaire', 'TheGreenMile', 'Boyhood', 'FindingDory', 'Whiplash', 'BattleoftheSexes', 'Magnolia', 'ThePost', 'OnceUponaTimeinHollywood', 'TheIrishman', 'TheLighthouse', 'BillAndTedsExcellentAdventure', 'WildatHeart', 'InsideMan', 'Amadeus']",3.56
Present-Day Past,6,"['Moneyball', 'DallasBuyersClub', 'TheRoyalTenenbaums', 'BattleoftheSexes', 'TheDeerHunter', 'TheBigShort']",3.25
Ragtag Bunch of Misfits,7,"['Moneyball', 'EdgeofTomorrow', 'LazerTeam', 'ManonWire', 'Overlord', 'AManCalledOve', 'Bottoms']",3.14
"Red Oni, Blue Oni",35,"['Moneyball', 'Dogma', 'OntheWaterfront', 'CatonaHotTinRoof', 'TheNiceGuys', 'ASingleMan', 'RagingBull', 'HellorHighWater', 'ToniErdmann', 'RosemarysBaby', 'HiddenFigures', 'FightClub', 'TheSocialNetwork', 'AtomicBlonde', 'BattleoftheSexes', 'TheMaster', 'EasyRider', 'ThisIsSpinalTap', 'Spotlight', 'TheIrishman', 'NineteenSeventeen', 'TheGoodtheBadandtheUgly', 'TheRoadtoElDorado', 'Onward', 'Swiped', 'Booksmart', 'MunichTheEdgeofWar', 'RRR', 'GreenBook', 'Fargo', 'Bottoms', 'BlacKkKlansman', 'LoveLiesBleeding', 'LAConfidential', 'Amadeus']",3.31
"Screw the Money, I Have Rules!",10,"['Moneyball', 'Aliens', 'DieHardWithaVengeance', 'ApocalypseNow', 'Machete', 'TheBigShort', 'TheGoodtheBadandtheUgly', 'TheRoadtoElDorado', 'GreenBook', 'Glory']",3.10
"Screw the Rules, I Have Money!",8,"['Moneyball', 'TheWolfofWallStreet', 'RagingBull', 'Network', 'CrazyRichAsians', 'TheBigShort', 'ErinBrockovich', 'Anora']",3.56
Stunned Silence,9,"['Moneyball', 'TheWolfofWallStreet', 'Hereditary', 'Spotlight', 'TheBigShort', 'WhenHarryMetSally', 'TheProducers', 'MulhollandDrive', 'BlacKkKlansman']",3.61
Time-Shifted Actor,7,"['Moneyball', 'Boyhood', 'ToKillaMockingbird', 'TheGrandBudapestHotel', 'TheFrenchDispatchoftheLibertyKansasEveningSun', 'Atonement', 'TheLifeofChuck']",3.57
Ambition Is Evil,14,"['Nightcrawler', 'AllAboutEve', 'CityofGod', 'RosemarysBaby', 'Valkyrie', 'Hamilton', 'PathsofGlory', 'InsideMan', 'InsideOut2', 'BlackBag', 'TheAssistant', 'LAConfidential', 'OneBattleAfterAnother', 'TheThinRedLine']",3.64
Dies Wide Open,24,"['Nightcrawler', 'CaptainPhillips', 'TheHungerGames', 'Psycho', 'HacksawRidge', 'SunsetBoulevard', 'DearZacharyALettertoaSonAboutHisFather', 'Terminator2JudgmentDay', 'Badlands1973', 'ThorRagnarok', 'GetOut', 'TheNeonDemon', 'EnemyMine', 'Hunger', 'EntertheVoid', 'StarWarsTheRiseofSkywalker', 'CriesandWhispers', 'MemoriesofMurder', 'SpiderManFarFromHome', 'SpiderManNoWayHome', 'StandbyMe', 'MasterandCommanderTheFarSideoftheWorld', 'Atonement', 'LAConfidential']",3.48
Fallen-on-Hard-Times Job,11,"['Nightcrawler', 'CatchMeIfYouCan', 'OntheWaterfront', 'ITonya', 'FrancesHa', 'TheWrestler', 'Paddington2', 'ErinBrockovich', 'HotTubTimeMachine', 'TheBrutalist', 'Harakiri']",3.45
False Reassurance,14,"['Nightcrawler', 'EdgeofTomorrow', 'LifeIsBeautiful', 'ThorRagnarok', 'TheMenu', 'WindRiver', 'TheDayAfterTomorrow', 'PoorThings', 'ToyStory1', 'TheGodfather', 'TheGodfatherPartII', 'SevenSamurai', 'Companion', 'OneBattleAfterAnother']",3.71
Hard-Work Montage,8,"['Nightcrawler', 'TheImitationGame', 'BlackMirrorBandersnatch', 'Spotlight', 'Arrival', 'Booksmart', 'LegallyBlonde', 'PalmSprings']",3.81
Hero Antagonist,14,"['Nightcrawler', 'TheWolfofWallStreet', 'EscapefromAlcatraz', 'CatchMeIfYouCan', 'HellorHighWater', 'Fences', 'TheSocialNetwork', 'TheFanatic', 'JojoRabbit', 'DoubleIndemnity', 'BarryLyndon', 'InsideMan', 'TheKingofComedy', 'MyCousinVinny']",3.57
Job Title,7,"['Nightcrawler', 'Spy', 'TaxiDriver', 'BladeRunner', 'ThePianoTeacher', 'AnAmericanWerewolfinLondon', 'IlPosto']",3.93
One-Word Title,16,"['Nightcrawler', 'Gravity', 'Carol', 'Magnolia', 'Hereditary', 'Antichrist', 'Brazil', 'Midsommar', 'Overlord', 'Split', 'Hush', 'Lovelace', 'Nope', 'Idiocracy', 'Nosferatu', 'Pride']",3.34
Trailers Always Lie,9,"['Nightcrawler', 'AmericanHustle', 'ShaunoftheDead', 'WarDogs', 'FightClub', 'TheSocialNetwork', 'ZeroDarkThirty', 'Us', 'TheLifeofChuck']",3.44
Adaptational Nationality,11,"['AvengersAgeofUltron', 'TheDevilWearsPrada', 'BigHero6', 'TheBridgeontheRiverKwai', 'Frank', 'TheGreatEscape', 'NoCountryforOldMen', 'ReadyPlayerOne', 'TheIrishman', 'HowlsMovingCastle', 'TheIronGiant']",3.68
All of Them,6,"['AvengersAgeofUltron', 'BatmanBegins', 'Battleship', 'NowYouSeeMe2', 'Terminator2JudgmentDay', 'LicoricePizza']",2.83
Antagonist Title,9,"['AvengersAgeofUltron', 'CaptainAmericaTheWinterSoldier', 'TheBigLebowski', 'TheTerminator', 'EventHorizon', 'ThePhantomMenace', 'WhoFramedRogerRabbit', 'Nosferatu', 'TheBabadook']",3.17
Arbitrary Skepticism,7,"['AvengersAgeofUltron', 'TheDarkKnightRises', 'TwinPeaks', 'IndependenceDay', 'Deadpool2', 'SixSouls', 'BlackPanther']",3.50
Arrow Catch,6,"['AvengersAgeofUltron', 'CaptainAmericaTheWinterSoldier', 'TheSwanPrincess', 'CaptainAmericaCivilWar', 'ThorRagnarok', 'OBrotherWhereArtThou']",3.42
Ascended Extra,35,"['AvengersAgeofUltron', 'TheHungerGames', 'IronMan3', 'StarWarsTheForceAwakens', 'RatchetAndClank2016', 'CaptainAmericaCivilWar', 'BreakfastatTiffanys', 'FindingDory', 'TheBourneUltimatum', 'JasonBourne', 'GroundhogDay', 'GuardiansoftheGalaxyVol2', 'ScottPilgrimvstheWorld', 'WarforthePlanetoftheApes', 'ThorRagnarok', 'StarshipTroopers', 'Deadpool2', 'ReadyPlayerOne', 'TheLordoftheRingsTheReturnoftheKing', 'TheLegoMovie', 'TheTrumanShow', 'Dune1984', 'BoratSubsequentMoviefilm', 'SpiderManHomecoming', 'SpiderManFarFromHome', 'PathsofGlory', 'LookWhosBack', 'StandbyMe', 'DunePartTwo', 'ToyStory3', 'InsideOut2', 'TheGodfather', 'TheGodfatherPartII', 'Amadeus', 'TheThinRedLine']",3.21
Ass-Kicking Pose,5,"['AvengersAgeofUltron', 'PacificRim', 'DonnieBrasco', 'FightClub', 'Barbie']",3.70
Back from the Dead,13,"['AvengersAgeofUltron', 'CaptainAmericaTheWinterSoldier', 'TheSwanPrincess', 'HardcoreHenry', 'EventHorizon', 'TheAbyss', 'Replicas', 'StarWarsTheRiseofSkywalker', 'RayaandtheLastDragon', 'TheTrumanShow', 'SpiderManNoWayHome', 'StarTrekIIITheSearchforSpock', 'DunePartTwo']",3.00
Back-to-Back Badasses,11,"['AvengersAgeofUltron', 'EdgeofTomorrow', 'StarWarsTheForceAwakens', 'TheDarkKnightRises', 'RatchetAndClank2016', 'CaptainAmericaCivilWar', 'StarWarsTheLastJedi', 'BigTroubleinLittleChina', 'TheLordoftheRingsTheTwoTowers', 'GuardiansoftheGalaxyVol3', 'LAConfidential']",3.41
Badass Crew,6,"['AvengersAgeofUltron', 'LazerTeam', 'TheBridgeontheRiverKwai', 'Aliens', 'JohnWickChapter3Parabellum', 'BlackPanther']",3.42
Ballroom Blitz,7,"['AvengersAgeofUltron', 'BatmanBegins', 'FantasticBeastsandWheretoFindThem', 'TheTerminator', 'ReadyPlayerOne', 'TheSubstance', 'GlassOnion']",3.14
Bash Brothers,8,"['AvengersAgeofUltron', 'PacificRim', 'CaptainAmericaCivilWar', 'Aliens', 'Deadpool2', 'BigTroubleinLittleChina', 'SpiderManFarFromHome', 'RRR']",3.25
Bridal Carry,8,"['AvengersAgeofUltron', 'CaptainAmericaTheWinterSoldier', 'StarWarsTheForceAwakens', 'RearWindow', 'GuardiansoftheGalaxyVol2', 'RomancingtheStone', 'OnceUponaTimeinHollywood', 'Up']",3.50
"By ""No"", I Mean ""Yes""",5,"['AvengersAgeofUltron', 'PoultrygeistNightoftheChickenDead', 'TheHost', 'TheDeathofStalin', 'TheHoldovers']",3.40
Call to Agriculture,5,"['AvengersAgeofUltron', 'RogueOneAStarWarsStory', 'TheGodfather', 'TheGodfatherPartII', 'PopstarNeverStopNeverStopping']",3.90
Car Fu,21,"['AvengersAgeofUltron', 'CaptainAmericaTheWinterSoldier', 'CaptainAmericaCivilWar', 'JasonBourne', 'FantasticBeastsandWheretoFindThem', 'JohnWickChapter2', 'Aliens', 'District9', 'BabyDriver', 'Prometheus', 'TheTerminator', 'AtomicBlonde', 'LiveFreeorDieHard', 'LiveFreeorDieHard', 'JohnWickChapter3Parabellum', 'Machete', 'Tenet', 'SpiderManHomecoming', 'JohnWickChapter4', 'TheUnbearableWeightofMassiveTalent', 'RaidersoftheLostArk']",3.07
Casual Danger Dialogue,21,"['AvengersAgeofUltron', 'TwentyOneJumpStreet2012', 'Gravity', 'CaptainAmericaTheWinterSoldier', 'Carol', 'HowtoTrainYourDragon2', 'CaptainAmericaCivilWar', 'FromDuskTillDawn', 'Inception', 'HacksawRidge', 'ThorRagnarok', 'KingsmanTheGoldenCircle', 'TheGoonies', 'ZeroDarkThirty', 'SpiderManNoWayHome', 'SpiderManIntotheSpiderVerse', 'StarTrekIIITheSearchforSpock', 'TheEmperorsNewGroove', 'TheRock', 'KPopDemonHunters', 'Snowpiercer']",3.33
The Cavalry,21,"['AvengersAgeofUltron', 'IronMan3', 'Battleship', 'ShaunoftheDead', 'WarDogs', 'RogueOneAStarWarsStory', 'Snitch', 'TheHobbitAnUnexpectedJourney', 'Aliens', 'Alien3', 'Dunkirk', 'ThorRagnarok', 'StarWarsTheRiseofSkywalker', 'TheLordoftheRingsTheReturnoftheKing', 'Room', 'Tenet', 'SpiderManNoWayHome', 'Paddington2', 'Mustang', 'Pride', 'BlackPanther']",3.14
Chick Magnet,6,"['AvengersAgeofUltron', 'TheLobster', 'HiddenFigures', 'TwentyFifthHour', 'Friday', 'BoyzntheHood']",3.33
Children Are Innocent,17,"['AvengersAgeofUltron', 'LifeIsBeautiful', 'MyNeighborTotoro', 'ToKillaMockingbird', 'TheNiceGuys', 'CityofGod', 'District9', 'WarforthePlanetoftheApes', 'LettheRightOneIn', 'TheRoad', 'TraintoBusan', 'RRR', 'Chernobyl', 'Atonement', 'LittleMissSunshine', 'Up', 'Snowpiercer']",3.32
Chuck Cunningham Syndrome,13,"['AvengersAgeofUltron', 'CaptainAmericaTheWinterSoldier', 'CaptainAmericaCivilWar', 'FindingDory', 'Gattaca', 'WarforthePlanetoftheApes', 'ThorRagnarok', 'PoliceAcademy', 'BoratSubsequentMoviefilm', 'StarTrekIIITheSearchforSpock', 'DunePartTwo', 'ChickenRunDawnoftheNugget', 'Friday']",3.19
Citywide Evacuation,5,"['AvengersAgeofUltron', 'PacificRim', 'IndependenceDay', 'TheLordoftheRingsTheTwoTowers', 'TheDayAfterTomorrow']",3.50
Co-Dragons,10,"['AvengersAgeofUltron', 'CaptainAmericaTheWinterSoldier', 'RatchetAndClank2016', 'JasonBourne', 'DieHard2', 'LiveFreeorDieHard', 'Valkyrie', 'BigTroubleinLittleChina', 'JohnWickChapter3Parabellum', 'Snowpiercer']",2.90
"Comedic Work, Serious Scene",6,"['AvengersAgeofUltron', 'ShaunoftheDead', 'ThorRagnarok', 'TheWorldsEnd', 'InBruges', 'TheEmperorsNewGroove']",3.67
Cool Bike,9,"['AvengersAgeofUltron', 'TheGreatEscape', 'Terminator2JudgmentDay', 'ReadyPlayerOne', 'Akira', 'EasyRider', 'ThePhantomMenace', 'TheLegoMovie', 'Luca']",2.89
Cool Plane,9,"['AvengersAgeofUltron', 'CaptainAmericaTheWinterSoldier', 'EdgeofTomorrow', 'BridgeofSpies', 'CaptainAmericaCivilWar', 'Dunkirk', 'KingsmanTheGoldenCircle', 'PorcoRosso', 'RaidersoftheLostArk']",3.56
Artistic License – Cars,9,"['NeedforSpeed', 'GroundhogDay', 'TheGreatEscape', 'TheTerminator', 'DieHardWithaVengeance', 'AnAmericanWerewolfinLondon', 'PoliceAcademy', 'TheTrumanShow', 'ToyStory1']",3.11
Every Car Is a Pinto,17,"['NeedforSpeed', 'TwentyOneJumpStreet2012', 'TheDeparted', 'GroundhogDay', 'BabyDriver', 'TheTerminator', 'Terminator2JudgmentDay', 'DieHard2', 'LiveFreeorDieHard', 'IndependenceDay', 'ReadyPlayerOne', 'Andhadhun', 'AmericanPsycho', 'WildatHeart', 'TheFallGuy', 'LoveLiesBleeding', 'TheRock']",3.29
Lemony Narrator,8,"['NeedforSpeed', 'AllAboutEve', 'SunsetBoulevard', 'GrizzlyMan', 'OnceUponaTimeinHollywood', 'TheBigShort', 'KissKissBangBang', 'TheLifeofChuck']",3.25
MacGuffin,22,"['NeedforSpeed', 'TheDeparted', 'TheGrandBudapestHotel', 'NowYouSeeMe2', 'AssassinsCreed', 'AtomicBlonde', 'KingsmanTheGoldenCircle', 'RomancingtheStone', 'GoodWillHunting', 'GoodTime', 'TheLighthouse', 'TheGoodtheBadandtheUgly', 'ValerianandtheCityofaThousandPlanets', 'GameNight', 'Paddington2', 'Idiocracy', 'TenaciousDinThePickofDestiny', 'HotTubTimeMachine', 'Fargo', 'MulhollandDrive', 'OfficeSpace', 'HowlsMovingCastle']",3.25
No One Could Survive That!,6,"['NeedforSpeed', 'TaxiDriver', 'HacksawRidge', 'EventHorizon', 'Valkyrie', 'Nope']",3.25
Practical Effects,7,"['NeedforSpeed', 'EternalSunshineoftheSpotlessMind', 'Aliens', 'Alien3', 'Annihilation', 'PansLabyrinth', 'Tenet']",3.43
All Men Are Perverts,10,"['Shame', 'TheSevenYearItch', 'TheSocialNetwork', 'Midsommar', 'TheHandmaiden', 'EyesWideShut', 'PromisingYoungWoman', 'Dogtooth', 'RiskyBusiness', 'EighthGrade']",3.80
Casanova Wannabe,6,"['Shame', 'Spy', 'GroundhogDay', 'MySuperExGirlfriend', 'Annihilation', 'ShesGottaHaveIt']",3.42
Caught with Your Pants Down,11,"['Shame', 'TheWolfofWallStreet', 'TheNiceGuys', 'EternalSunshineoftheSpotlessMind', 'YouWereNeverReallyHere', 'WeirdScience', 'WeNeedtoTalkAboutKevin', 'TheLighthouse', 'BoratSubsequentMoviefilm', 'EighthGrade', 'TheBabadook']",3.82
Devil in Plain Sight,5,"['Shame', 'ThereWillBeBlood', 'HotFuzz', 'PerfectBlue', 'KnivesOut']",4.10
The Hedonist,5,"['Shame', 'TheWolfofWallStreet', 'DallasBuyersClub', 'ADangerousMethod', 'GroundhogDay']",4.10
Improv,8,"['Shame', 'TheBreakfastClub', 'District9', 'TheFloridaProject', 'GoodWillHunting', 'ApocalypseNow', 'ThisIsSpinalTap', 'EntertheVoid']",3.62
Joisey,6,"['Shame', 'TaxiDriver', 'LiveFreeorDieHard', 'HaroldAndKumarGoToWhiteCastle', 'WhenHarryMetSally', 'TheWrestler']",3.33
Porn Stash,6,"['Shame', 'WeirdScience', 'AsItIsinHeaven', 'MemoriesofMurder', 'ThePoweroftheDog', 'LittleMissSunshine']",3.33
R-Rated Opening,7,"['Shame', 'HardcoreHenry', 'EuroTrip', 'WindRiver', 'StandbyMe', 'Anora', 'BoyzntheHood']",2.93
"Sex Is Evil, and I Am Horny",6,"['Shame', 'TwelveYearsASlave', 'TheLobster', 'TwinPeaksFireWalkwithMe', 'Secretary', 'JeanneDielman23quaiduCommerce1080Bruxelles']",3.75
Single Tear,8,"['Shame', 'Argo', 'Network', 'AdAstra', 'Tenet', 'Raw', 'ThePoweroftheDog', 'Glory']",3.62
Situational Sexuality,5,"['Shame', 'TheLighthouse', 'TheWitch', 'ButImaCheerleader', 'TheThinRedLine']",3.40
Suspiciously Apropos Music,9,"['Shame', 'ShaunoftheDead', 'WarDogs', 'GroundhogDay', 'Valkyrie', 'BlackMirrorBandersnatch', 'ChasingAmy', 'PorcoRosso', 'GirlInterrupted']",3.11
Three-Way Sex,7,"['Shame', 'TwentyOneJumpStreet2012', 'DallasBuyersClub', 'HaroldAndKumarGoToWhiteCastle', 'BlowUp', 'ChasingAmy', 'SpringBreakers']",3.36
Wall Bang Her,5,"['Shame', 'TheGraduate', 'ThankYouforSmoking', 'LadyBird', 'Atonement']",3.70
Walk and Talk,7,"['Shame', 'Brazil', 'EntertheVoid', 'NineteenSeventeen', 'MulhollandDrive', 'BeforeSunrise', 'BeforeMidnight']",3.86
Adaptation Relationship Overhaul,5,"['BatmanBegins', 'TheSwanPrincess', 'CrazyRichAsians', 'PrideAndPrejudice2005', 'BlackPanther']",3.20
Alliterative Title,6,"['BatmanBegins', 'TheWolfofWallStreet', 'HardcoreHenry', 'SingStreet', 'Hush', 'SevenSamurai']",3.58
Always a Bigger Fish,11,"['BatmanBegins', 'TheDeparted', 'FindingDory', 'FantasticBeastsandWheretoFindThem', 'Aliens', 'Moana', 'IndependenceDay', 'ThePhantomMenace', 'StarTrekIVTheVoyageHome', 'TheLordoftheRingsTheFellowshipoftheRing', 'DangerousAnimals']",3.27
